,date,username,tweet,hashtags,nlikes,sentiment
63,2021-07-30 07:52:40,GregoryDEvans,Pegasus spyware What to know about this phone surveillance tool from NSO Group  cybersecurity  cyberattack  httpstcop2kAMXGoj3,['cybersecurity' 'cyberattack'],0,0.0
64,2021-07-30 07:50:46,SKMM007,DrUditraj INCIndia PTINews ANI WHAT IS SPICE  WIRE I KNOW SPICE GIRLS amp SPYWARE WHICH ONE YOU WANTED TO MEAN  WHY U UR PARTY amp PAPPU ARE SCARED OF SNOOPING IF YOU HAVENT DONE ANYTHING WRONG  CHACHA DID SPYING ON NETAJI SUBHASH BOSE MOMINA BEGUM SPIED ON OPPOSITION LEADERS  NO NEED OF GETTING SCARED,[],0,2.0
65,2021-07-30 07:50:18,varakuraan,Good to know that Israel is taking NSO  spyware allegations seriously They have also raided NSO offices over Pegasus row It is hard to believe though that the Government there was not aware of the activities of Pegasus spyware,[],0,2.0
66,2021-07-30 07:50:08,HackerNews100,Facebook Wanted NSO Spyware to Monitor Users NSO CEO Claims 2020  httpstcooTxZw2QWyg,[],0,0.0
67,2021-07-30 07:49:52,sonaliranade,Apple has patched iMessages though I dunno when the download is coming  Spyware has limited  halflife provided its detected and exposed  That’s why we need more ethical hackers and open internet,[],11,1.0
68,2021-07-30 07:45:36,Messe3Christina,Facebook Wanted NSO Spyware to Monitor iOS Users  Daring Fireball  httpstco0q3IOWhAA8,[],0,0.0
69,2021-07-30 07:45:06,TomLasseter,Reading Spyware revelations are a crucial moment for Indian democracy  httpstcoNr4hJRp8WT by AmyKazmin,[],0,0.0
70,2021-07-30 07:44:33,agnimurthy,Do you wonder why there isnt a lot of official outrage about the misuse of commercial spyware   Because theres probably a good chance your government does it behind closed doors   httpstcoJUQJoLHPn5,[],0,1.0
71,2021-07-30 07:42:51,BTCTechGroupLL1,Facebook Wanted NSO Spyware to Monitor Users NSO CEO Claims 2020  httpstcoPKWJJMEm7N,[],0,0.0
72,2021-07-30 07:42:31,Lost_human19,This is just one example of who get reservation  Spyware Reservation SayNoToReservation   httpstcomeIupa0vbn,['reservation' 'saynotoreservation'],16,0.0
73,2021-07-30 07:41:14,BlakeUptin,babies being born and the term accidents um chicken coops and disabled accounts and non accessible shared content then simulataneus spyware so computer people,[],0,2.0
74,2021-07-30 07:40:54,phoeniciaelias,Syrias Daraa Gripped by Worst Clashes in Three Years Turkey seeks to regain favour with US through Kabul airport offer Israel Tells France It Takes Spyware Scandal Seriously  httpstcoaUIgfjtIYY via phoeniciaelias,[],0,2.0
75,2021-07-30 07:40:38,RTBNewsClips,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims – NPR  httpstcoA29AAqIndM,[],0,2.0
76,2021-07-30 07:38:49,CISSReC,Mengenal Pegasus Spyware Pengintai yang Banyak Digunakan untuk Peretasan Aktivis dan Jurnalis Klik untuk baca    httpstcoyg36IKRcUf,[],0,0.0
77,2021-07-30 07:38:41,LeakedsourceFan,Someone give me a leakedsource trial,[],0,0.0
78,2021-07-30 07:38:02,_proxyvpn_,What is Pegasus spyware And how to protect your phone Pegasus is phone hacking software used by governments Read how it can be secretly installed on your phone remotely The post What is Pegasus spyware   httpstcoOpGiKFPnSd proxy vpn cybersecurity  httpstcoou3We57Icj,['proxy' 'vpn' 'cybersecurity'],0,2.0
79,2021-07-30 07:37:35,PrivacyDigest,Mexico says officials spent 61 million on Pegasus spyware  PBS NewsHour  The gov said many of the contracts with the Israeli spyware firm NSO Group were signed with front companies which are often used in Mexico to facilitate kickbacks or avoid taxes  httpstcooouPwxcYii,[],0,1.0
80,2021-07-30 07:36:16,PrivacyDigest,Mexico Says Officials Spent 61 Million On Pegasus Spyware  Slashdot  httpstcoFpiBozBmhj,[],0,2.0
81,2021-07-30 07:35:46,KevinCh30842455,Spyware features found in Chinese state benefits app  httpstcoVNpDIaPPkq,[],0,0.0
82,2021-07-30 07:34:49,nitemerises,ScammerPayback JimBrowning11 A little aside I was wondering if you might be able to recommend any legit free antispyware software or the cheapest nicest one  Thanks    I havent watched the antiscammers in a bit but come this Winter Ill definitely be bored again,[],0,2.0
83,2021-07-30 07:34:31,yogbal_anima,jambukes sumanthraman No they have their own spyware 😂😂😂,[],1,1.0
84,2021-07-30 07:31:47,akbarth3great,Israel is reluctant to regulate its spyware exports “Arms companies can’t keep track of every rifle and bullet they sell Why should we have higher expectations when it comes to software”  httpstcoAb0712nnGC,[],0,1.0
85,2021-07-30 07:31:45,AndyVermaut,Israel is reluctant to regulate its spyware exports “Arms companies can’t keep track of every rifle and bullet they sell Why should we have higher expectations when it comes to software”  httpstcoD1GULIni7E  httpstco6JxRFdak6o,[],0,1.0
86,2021-07-30 07:25:51,dani_npe,Sunray told NPR Were on the one hand I think the world leaders in our human rights compliance and the other hand were the poster child of human rights abuse NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims    httpstcoyg2HwIYj0w,[],0,2.0
87,2021-07-30 07:24:39,JanetWa94118686,Beltway Insider BidenCuba Pegasus Spyware PaulFauci Clash COVIDVaccine Totals Weinstein Bezos Olympics  httpstcoJAo8lEhpVT,[],0,0.0
88,2021-07-30 07:21:05,vitorlengruber,The Guardian Emmanuel Macron ‘pushes for Israeli inquiry’ into NSO spyware concerns  httpstcoeyfMkgtaEG  via GoogleNews,[],0,0.0
89,2021-07-30 07:18:58,JanetWa94118686,Beltway Insider BidenCuba Pegasus Spyware PaulFauci Clash COVIDVaccine Totals Weinstein Bezos Olympics  httpstcoDj8UsdqJqN,[],0,0.0
90,2021-07-30 07:16:42,LillMagill,ImalrightJack rogerwaters KeirStarmer UKLabour DefendTheLeft Its not just members Labour threaten  They are going for non members now  Imagine the Israeli produced Pegasus spyware in the hands of such an authoritarian     httpstcopW9e2yVhM6,[],2,0.0
91,2021-07-30 07:08:40,LeakedsourceFan,All thes enew kids dont know about HTML,[],0,0.0
92,2021-07-30 07:07:46,suzannahtroy,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstco84maTYFDsu,[],0,0.0
93,2021-07-30 07:07:45,KikarRoundabout,If you look up Kenneth Roths tweets in the past two weeks you will find 26 tweets about the Israeli company Pegasus spyware  If you look up the name in his tweets Nasrallah from all times you will find 4,[],0,2.0
94,2021-07-30 07:05:10,alloo_66,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  httpstcoplcj4nXroy,[],0,2.0
95,2021-07-30 07:02:56,MiddleEastTon,Rights group calls for moratorium on the use of spyware in Mexico  httpstcouF6ifJPQrR,[],0,0.0
96,2021-07-30 07:02:22,Meenuka,Mexico says officials spent 61 million on Pegasus spyware  httpstcodHQEXPAZMD,[],0,2.0
97,2021-07-30 06:55:18,mokkaeps,Let Pegasus fly – Israel is loth to regulate its spyware exports  httpstco1no6Uh3jhw,[],1,1.0
98,2021-07-30 06:54:59,Javedrashid,The Supreme Court must declare a moratorium on the exportsaletransferuse of Pegasus spyware in India amp investigate the snooping scandal women’s rights activists human rights defenders and concerned citizens have urged Chief Justice of India   in an open letter to him,['pegasus'],1,0.0
99,2021-07-30 06:53:05,_MTMTE,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims   httpstcoKBTjRLaK7W,[],0,0.0
100,2021-07-30 06:52:44,ARTHURGCARTER1,Rights group calls for moratorium on the use of spyware in Mexico  httpstconWZ1ssQPrj via AJEnglish,[],0,0.0
101,2021-07-30 06:51:09,getupradio,The Israeli spyware firm NSO Group has temporarily blocked several government clients from using its product as it investigates their possible misuse of the technology an employee told NPR  httpstcokFMrzqpKCd,[],0,2.0
102,2021-07-30 06:49:24,OccupyOneLove,MingGao26  android is spyware,[],0,0.0
103,2021-07-30 06:47:20,FujiiPonta,Israeli spyware company NSO Group has temporarily blocked several government clients around the world from using its technology as the company investigates their possible misuse a company employee told NPR on July 29  httpstcoG0mGCGFSLa,[],0,0.0
104,2021-07-30 06:45:31,RealityKicks,Mexico alleges NSO kickback scheme in 300 million spyware deals  httpstcopo2F2QNZDa timesofisrael,[],0,0.0
105,2021-07-30 06:45:06,AberdeenSouthDa, A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  Israeli agencies raid NSO offices over Pegasus row  Times of India  View Full Coverage on Google News  httpstcosNy9fId9qt,[],1,1.0
106,2021-07-30 06:44:20,PrivacyScope,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstcoZUYfBIx7jL  technews news,['technews' 'news'],1,2.0
107,2021-07-30 06:44:18,GlobalNewsTH,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims  NPR   httpstcoXwrXPWubVA,['spyware'],0,0.0
108,2021-07-30 06:44:16,ExBulletinUk,NSO Group blocks some governments from using its own spyware over allegations of abuse NPR  httpstcoG8azVUlgo0,[],0,1.0
109,2021-07-30 06:44:06,GrandForksNorth, A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  Israeli agencies raid NSO offices over Pegasus row  Times of India  View Full Coverage on Google News  httpstcozY3luEpjCj,[],0,1.0
110,2021-07-30 06:44:06,CedarRapidsIow, A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  Israeli agencies raid NSO offices over Pegasus row  Times of India  View Full Coverage on Google News  httpstcoXdlbvuL6DF,[],0,1.0
111,2021-07-30 06:44:06,JanesvilleWisco, A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  Israeli agencies raid NSO offices over Pegasus row  Times of India  View Full Coverage on Google News  httpstcoillrfYOySb,[],0,1.0
112,2021-07-30 06:43:29,RealityKicks,Perspective  Mexico’s shockingly broad use of spyware is a revelation Nothing will change  httpstcofduGlGSpH3,[],0,1.0
113,2021-07-30 06:42:05,DataMiningView,Israel is loth to regulate its spyware exports  The Economist  httpstcoUBTRMhOFFO,[],0,0.0
114,2021-07-30 06:38:42,LeakedsourceFan,I am an old school type of guy HTTP Sock 4,[],0,1.0
115,2021-07-30 06:37:53,NetFansbase,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims – NPR  httpstcosYl9eKmG6a,[],0,2.0
116,2021-07-30 06:36:13,sNerf,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstco7JNqbovX94,[],0,2.0
117,2021-07-30 06:34:29,DataAugmented,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstcoTuJ8RpDmw5 privacy,['privacy'],1,2.0
118,2021-07-30 06:34:03,vanuatutech,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstcoLHDhsNqDrg TechNews TechTips,['technews' 'techtips'],0,2.0
119,2021-07-30 06:33:35,HIREMAIDEA,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstcoBIbgvJLlUI,[],0,2.0
120,2021-07-30 06:33:33,igor_os777,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstcodrGY6JW2dh,[],1,2.0
121,2021-07-30 06:33:05,AnmreS,Wellliquidating the company is a good way to get rid of liabilities   NDTV Israel Spyware Firm NSOs Owner To Be Liquidated Pegasus Scandal Fallout  httpstcoEtS2PwbFYv   httpstcohKzGaw8v6t,[],1,1.0
122,2021-07-30 06:32:44,tkusano,“Mexico says officials spent 61 million on Pegasus spyware  PBS NewsHour”  httpstco3XbzOVG8os,[],1,2.0
123,2021-07-30 06:31:05,sports5_news1,A Tech Firm Has Blocked Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstcouVJmX9BqND,[],0,2.0
124,2021-07-30 06:30:59,NcsVentures,Facebook sues Israeli company over WhatsApp spyware  computerhacking  hacking  httpstco7mKPpziqvE,['computerhacking' 'hacking'],0,0.0
125,2021-07-30 06:30:57,GregoryDEvans,Facebook sues Israeli company over WhatsApp spyware  computerhacking  hacking  httpstcoXUzZ6S70og,['computerhacking' 'hacking'],0,0.0
126,2021-07-30 06:30:45,JanetWa94118686,Beltway Insider BidenCuba Pegasus Spyware PaulFauci Clash COVIDVaccine Totals Weinstein Bezos Olympics  httpstcoSFvpwLW199,[],0,0.0
127,2021-07-30 06:30:38,slashdot,Mexico Says Officials Spent 61 Million On Pegasus Spyware  httpstcoTRxa6JyqJA,[],11,2.0
128,2021-07-30 06:27:49,KevinOfTruth,James75012099 lporiginalg spyware filled site do not enter,[],0,1.0
129,2021-07-30 06:25:46,vibgyor_Premila,207 She observed that her tweets were not visible amp her page appears blank at times He shows his power to hack into her mobile amp computers introduce spyware Complaints fall on deaf ears as he either influences or bribes the official Proclaims that he can never be caught,[],0,0.0
130,2021-07-30 06:25:05,voidotid,Pemerintah Israel pada Rabu 28 Juli mengunjungi NSO Group Perusahaan itu kini tengah menjadi bahan pergunjingan karena spyware Pegasus produksi mereka diduga telah dipasang secara diamdiam pada perangkat seluler para jurnalis dan aktivis  httpstcoyDGGuSA6hT,[],0,0.0
131,2021-07-30 06:18:36,technogaijin,sharontharp Podcast yes Clubhouse no Clubhouse is chinese spyware Why promote that,[],1,0.0
132,2021-07-30 06:17:00,DimeStoreJunkie,Serge29948835 Hey did you hear about this thing Pegasus spyware  Some group out of Israel Gets on your phone without your having to click or open anything  Theyll probably be talking about it at the Black Hat USA,[],1,2.0
133,2021-07-30 06:14:10,daviddaratony,Someone in Kansas City has attempted several times from the look of it to hack into a few of my online accounts Im use to this by now as my computer has been accessed remotely which is the worse kind of hack tantamount to keystroke spyware because remote access can,[],0,2.0
134,2021-07-30 06:13:44,QuantumSecSys,Pegasus Spyware Telegram Founder Pavel Durov Said He Was Aware of Being Targeted Since 2018  Technology News  httpstcohLTczzLOPV,[],1,1.0
135,2021-07-30 06:11:47,livedezign,How to remove computer virus malware spyware full computer clean and maintenance 2020 watch videogt httpstcosRckMvNk7v,[],0,1.0
136,2021-07-30 06:10:23,MiddleEastTon,French investigation confirms journalists phones bugged with Pegasus spyware  httpstcoyOD0NG9up3,[],0,0.0
137,2021-07-30 06:10:01,The_NewArab,The IsraelMOD took to Twitter to explain that multiple government bodies had attended NSO Groups offices close to Tel Aviv following the Pegasus spyware scandal 👇 IsraeliSpyware   httpstcojlDgWSMKBM,['nso' 'pegasus' 'spyware' 'israelispyware'],0,0.0
138,2021-07-30 06:08:51,LeakedsourceFan,Look up HTTPGuy On leakedforums,[],0,0.0
139,2021-07-30 06:08:16,ReflectingMan,NSO Group Blocks Some Governments From Using Its Spyware Over Misuse Claims  NPR  httpstcooTPTjCMxCn,[],3,0.0
140,2021-07-30 06:07:09,James21700046,RYP Changing your password etc has nothing to do with this Thats just to stop someone who physically has your phone for entering Once the spyware is in its in,[],0,0.0
141,2021-07-30 06:06:33,MimTea,Pegasus Affair Israel tells France it is taking spyware allegations seriously  httpstcobSkP9WAnmP via FRANCE24,[],0,2.0
142,2021-07-30 06:04:59,karl_vick,“At issue in the unchecked proliferation of spyware is the future of dissent” — Steve Coll ⁦SteveCollNY⁩   httpstcoNJAfF4IrGh,[],0,0.0
143,2021-07-30 06:04:49,Shaf_sky,nachmankan LarryBoorstein roeez1 washingtonpost Libya would be bombed to oblivion if it tried to make any kinds of weapons let alone spyware,[],0,0.0
144,2021-07-30 06:01:56,jamesjosh007,Ive just posted a new blog NSO Employee Says Company Has Suspended Some Contracts After Spyware Revelations  httpstcoURqSPQZogu,[],0,1.0
145,2021-07-30 06:00:00,SomosLJA,📲 LJAComparte  Durante los gobiernos de los expresidentes Felipe Calderon y Enrique Pena Nieto fueron encontrados 31 contratos que beneficiaron a “empresas fachadas” de la compania que desarrollo el spyware Pegasus  La nota completa aqui ✍️  httpstcoGU8GPnRaCf,['ljacomparte'],0,0.0
